text_customer,text_brand,tweet_id_customer,tweet_id_brand
@115858 is ruining my night. All I'm trying to do is restore my backup to my new phone &amp; it's being a serious pain. WHYRUSOFRUSTRATING. 😤,@322319 We're here to help. Let us know if you're restoring your phone from an iTunes or iCloud backup to get started.,851733,851732
"Hey @115858, would be cool if your latest update didn't completely break my phone &amp; support could give more than ""your warranty was up 30 days ago"" or ""did you try turning it off &amp; on again?"" Anyone have a connect for actual support? #offthegridinPeru",@775678 HI there. We can look into whatever issue you're having with your phone. Let's meet up in DM and discuss it. https://t.co/GDrqU22YpT,2776022,2776021
@AppleSupport Why is the double tap summoning Siri? https://t.co/WFwj018uim,@137166 We're here to help. Have you restarted your iPhone since applying this change in settings? https://t.co/GDrqU22YpT,96980,96978
@115858 yea this question mark shit is really annoying Apple. If you don’t get your shit together. I’m going to android.,@530936 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,1765138,1765137
"@AppleSupport Someone has trying to use my visa card to buy stuff via my apple id, I changed the password but he’s continue trying to buy. https://t.co/4m9Jyksifn",@758018 We’ll gladly help with this. Is this screenshot from an email you received? Let us know in DM. https://t.co/GDrqU22YpT,2697744,2697743
"@AppleSupport I am using iphone 6s plus and ios 11.0.3.
Yes, this is the only app,facing issues.","@358428 You've come to the right place! Is there an update in the App Store for Facebook? If so, let's install it and test, please.",1007574,1007576
"Recién hoy actualicé el iOS. MALÍSIMO. Entre otros bugs horribles, pones modo avión desde el acceso directo , lo sacas, y no te vuelven los datos automático, tenes q ir ajustes. Steve Jobs está muriendo muerto. @115858",@421951 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,1291197,1291196
"@115858 IOS 11 has completely killed my phone, every app freezes and closes which is almost as annoying as being priced out of a new one.","@569210 We'd like to look into this with you. Send us a DM with more information, and we'll continue from there. https://t.co/GDrqU22YpT",1910758,1910757
@115858 I️ recently just updated and my I️ ‘s are weird... uhhh,@483396 Thanks for contacting us about this. We'd recommend following the steps here: https://t.co/xU1AGHStV6,1565992,1565991
@AppleSupport @342946 the iOS11/Watch 4 updates have not played nice with my #starkeyhalos #applewatch. Bad connectivity.,@342945 We can look into this with you. Please tell us more about your connectivity issues in DM. https://t.co/GDrqU22YpT,940449,940448
@AppleSupport @115858 i refuse to pay for a upgrade so either fix this or run me my money or a FREE upgraded phone! 🤬😭😂😂😂 https://t.co/LOfQHctLk6,@498516 Thanks for reaching out. We currently have a workaround for this. Here's how: https://t.co/xXaXeeSRt9,1628465,1628464
"@AppleSupport Yeah, didn’t work. Software update?",@480274 We'd like to take a closer look. Please DM us your current iOS version and we'll go from there. https://t.co/GDrqU2kzhr,1552171,1552173
I️ blame @115858 for my typo I️ was over here trying to figure out how to say it without using “I️” and look where it got me fuck you apple !,@530937 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,1765140,1765139
LOOK @115858 ... fix this annoying I️ shit 😒,@513703 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,1692573,1692572
@AppleSupport @115858 please help on below issue! https://t.co/1FXSTjyMyZ,@450140 We would like to point you in the right direction for this.  Please send us a DM so we can assist. https://t.co/GDrqU22YpT,1420136,1420130
"@AppleSupport Unresponsive keyboard and buttons, low battery life, disappearing icons and even the time display, wifi/bluetooth always on.","@144217 Thanks for clarifying. We're eager to help get these issues resolved. In order to ensure we're on the same page, please send us a DM and let us know the version number of iOS installed. This can be found under Settings &gt; General &gt; About. https://t.co/GDrqU22YpT",125761,125760
"@AppleSupport Just updated to latest update, apps are freezing phone for 30-40 seconds in some cases complely@crashing forcing a hard reboot",@409019 Let's take a look at this for you. Reach out to us in DM. https://t.co/GDrqU22YpT,1232327,1232329
@AppleSupport 11.2 the new one that you guys just got I already restarted t and it got worse,"@302979 Let's have you update to the most recent, 11.0.3. Be sure to create a backup first. Let us know the result.",1146714,1146716
@AppleSupport hi i am experiencing some malfunction with my late-2016 macbrain pro can you help please,@759011 We would be glad to help with your MacBook Pro. What specific issues are you having?,2702180,2702179
There is no way that you can spend 46cents in the Apple store so how in the world will I be able to change stores???? @115858 @AppleSupport,@261492 The item does not have to be for that amount since it will charge the payment method on file the overage.,596881,596880
I️ keeps popping up @115858,@520254 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,1718247,1718246
@AppleSupport Well my health app had two Apple watches on it so I deleted one and then it happened but would this affect all of my activities data it didn’t really affect anything else but,@156179 Have you been creating iCloud backups? Send us a DM and let us know. https://t.co/GDrqU22YpT,1594978,1594977
@AppleSupport Hi - I'm finding my iPhone X will only charge to around 83% if wirelessly charged overnight. Why is this?,@295361 We're more than happy to help with your new iPhone! Does this happen when directly connected to a charger? DM us your reply. https://t.co/GDrqU22YpT,2025119,2025118
@115858 IOS 11 keeps turning on my Bluetooth.It’s driving me nuts. I never use it on my iPhone. They seem to want all control &amp; leave me less,"@592494 Let's look into that. Does this article explain? https://t.co/G7BHuQnDS6 If not, send us a DM and we'll go from there. https://t.co/GDrqU22YpT",2003607,2003606
@374389 @115858 OKAY that happened to me once and blew the circuit in my bedroom like wtf https://t.co/1IpFu7wOlv,@374388 We'd be happy to look into this with you if you haven't spoken with us yet. Send us a DM to get started. https://t.co/GDrqU22YpT,1078381,1078380
iOS 11.1 is such a battery drain. Barely used my phone today and it’s on 1% @AppleSupport,"@601623 We'd like to work on your iPhone battery life with you. DM us which model you have, we have steps to help out: https://t.co/GDrqU22YpT",2034936,2034935
@AppleSupport the iPhone restarted on its own and deleted my photo data. What’s going on with that?,@313811 We can help look into the root cause as to why this happened. Send us a DM with your device &amp; iOS version to get started. https://t.co/GDrqU22YpT,813344,813343
@AppleSupport @509571 I did thisssss it still don’t work,"@509572 Hey, let's go ahead and meet in DM and we'll continue there. https://t.co/GDrqU22YpT",1674779,1674781
@AppleSupport Not cool... ☹️ https://t.co/t1nd4Y7q5Y,@422997 We'd like to help. Please DM us with the link below to get started. https://t.co/GDrqU22YpT,1296313,1296311
@AppleSupport I have an iPhone 6s. It’s running iOS 11.1.1. Already restarted it.,"@729355 Great, thanks! Go ahead and reach out to us in DM and let us know what country you're located in so we can look into your options. https://t.co/GDrqU22YpT",2572069,2572071
@AppleSupport sir please tell me how much Year guarantee of iPad,@775134 Every iPad comes with one year of hardware repair coverage through its limited warranty. AppleCare+ for iPad extends your coverage to two years from the original purchase date  and adds up to two incidents of accidental damage coverage with a service fee.,2773327,2773326
@AppleSupport my phone keeps freezing on the Apple logo for 2+ hours at a time &amp; won’t allow me to make or receive calls...,@666557 We are here to help. We know your iPhone is important. Let's take a look at this for you. DM us your current iOS version. https://t.co/GDrqU22YpT,2295565,2295564
When y’all fixing Apple Music @115858?,@348868 We'd be happy to look into your Apple Music issues.  Please reach out to us via DM and we'll get started. https://t.co/GDrqU22YpT,1088779,1088778
Wish @115858 would fix this I️ problem cause it’s annoying 🤗🤗,"@664099 Great news, we've recently released an update for iOS devices, 11.1.1, that contains an autocorrect resolution. Let’s be sure to back up your device prior to updating &amp; let us know if things persist. How to back up: https://t.co/4f8hwT5to6",2285337,2285336
@AppleSupport What's happening here 👇👇👇 https://t.co/WrwXCXJHPn,@467475 We understand the concerns with emails like this and reassure you it's not us. Check out https://t.co/LNMCdqt6fD,1510837,1510836
@AppleSupport I did the new Up now I can’t text certain phone numbers?,@306295 We can help. What device are you using and what version of iOS is it running? What happens when you try to text these numbers?,780266,780265
@AppleSupport Yes. I’ve just upgraded to IoS11.2 and it seems to be fixed!,@135630 Glad to hear it. Please reach out to us again if anything else comes up.,235006,235008
"@118721 music, @115858 I have several Eminem songs that I would like to be reimbursed for , please remove his music and give me a refund!",@296622 Hi there. This article has information on how to get help with an iTunes purchase: https://t.co/vPL1WOok5C https://t.co/GDrqU22YpT,738498,738497
@115858 y’all trying to fix the I️ thing or what,@464189 Thank you for reaching out. May we ask which iOS version you're currently using? Let us know in DM. https://t.co/GDrqU22YpT,1482352,1482351
@482051 @115858 Boy same. Shit wild,@240592 Let’s team up to get this addressed. Could you let us know more details via a DM? We’ll move forward from there. https://t.co/GDrqU22YpT,1560062,2007155
My phone just like reset itself and battery went down like 15% wtf @115858,@382712 You've reached the right place. Let's take a look at this together in DM. https://t.co/GDrqU22YpT,1113178,1113177
This glitch with the iOS 11.1 update is driving me crazy why is it changing “I️” to I️ @AppleSupport,@456493 Thanks for reaching out. We understand this can be frustrating. DM us and we'll go from there. https://t.co/GDrqU22YpT,1450111,1450110
@115858 when’s the next iOS update? Will it actually work?,"@437572 Hello. If you’re having issues with your Apple device, we’d love to help. Let us know which device &amp; what’s happening.",1363868,1363865
Been trying to activate my new phone for 4 hours. @applesupport I ordered this phone because old one broke. Sure could use a working phone!,"@476000 We appreciate your patience and apologize for any delays you're seeing. Try again in a few minutes, and let us know the results.",1534978,1534976
This flipping phone keeps crashing!!! Had problems ever since I upgraded to iPhone 7 🙄 @115858 sort it outttttt 😤,"@603163 Meet us in DM and let us know which version of the iOS 11 is currently installed, then we can help out from there. https://t.co/GDrqU22YpT",2039938,2039937
@AppleSupport @115858 software problem? Happens every 3-5 min when I’m using my iPhone7Pluss. Any idea how to fix it? #AppleSupport #applehelp https://t.co/rl9bD9lI7A,@245914 Thanks for bringing this to our attention. Please click here to connect with us in DM and let us know which software version you're using: https://t.co/GDrqU22YpT,542476,542475
@AppleSupport My SE phone goes to the black screen with spinning wheel and asks for touch id or passcode once in a while when using the phone. How do i fix it?,@245900 We're here to help you today with your iPhone. DM us your country location so we can get started looking into this with you. https://t.co/GDrqU22YpT,542437,542435
"Oh great, iMessage not working after the latest iOS update. 😐 @AppleSupport",@123499 Thanks for reaching out. DM the specific issue you are seeing with Messages to get started. https://t.co/GDrqU22YpT,34610,34609
"@574435 @AppleSupport I too @78108 terrible battery performance issues with ios 11. Wish i had stayed on 10.3.3. All my devices. Iphone SE, 6s plus and ipad pro",@695381 That should not be happening. Let us help. Tell us which iOS version you're using in DM. https://t.co/GDrqU22YpT,1930401,2420769
@AppleSupport 11.1.1 (15B150),"@275265 There's been a new software release of iOS 11.1.2. We recommend updating to the most current version, but let's be sure to back up your device prior to updating. How to back up: https://t.co/4f8hwT5to6 Keep us posted on the results.",652976,652975
@AppleSupport I’ve tried wall outlet and docking station. Get this very briefly when holding down power button then it’s blank again https://t.co/pqGJXQrrGo,@581548 Got it. Does that behavior still continue if you hold down the Shift key after pressing the power button? Let us know via a DM. https://t.co/GDrqU22YpT,1960717,1960716
@115858 Ur new ios11 is so stupid and worst ever update that now my 10 month battery doesn’t even last for 12 hrs. Salute to ur testers.,"@555460 Battery life is important, and we'd like to see how we can help. To start, DM us the device you're experiencing this on. https://t.co/GDrqU22YpT",1857419,1857418
"So why are all I’s looking like this?
And quotation marks are « « 
@TwitterSupport @AppleSupport",@502086 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,1642589,1642587
"@AppleSupport chicos cuando van a arreglar ios11.0.3? Es súper inestable.Lags en escritura,poca duración de batería,lags en el menú en gener",@333043 We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs,897152,897151
"Hi everyone, is it me or all have the issue?

Hope it’s not @115858 new update 11.1

@4305 
#WhatsAppdown","@590280 Hey, there. What issue are you experiencing, specifically? Let us know in DM  and we can certainly offer some guidance. https://t.co/GDrqU22YpT",1996259,1996258
"Is anyone else's iPhone acting hella glitchy? my battery is dying quick, touchscreen is delayed and calls are staticky. Wyd? @115858",@328747 Let us help. Can you tell us which iPhone and which version of iOS you are currently running?,879298,879296
I️ THIS I️ IS I️ SO I️ ANNOYING I️ @115858,@529988 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,1761099,1761098
".@115858 this new iPhone update is KILLING my ability to do anything. It’s slow, it stalls, everything loads slower. Make it better.",@408419 We'd like to look into this with you. DM us and we'll continue from there. https://t.co/GDrqU22YpT,1229729,1229728
"@AppleSupport 11.1.2 - there were 1000 other bugs for 11.1, but not this one!",@357863 Are you still seeing those issue with playback controls in iTunes and Music?,1004977,1004978
@115858 can this be fixed? I got it in like 2011-2012 (if i rememeber right. Its been awhile.) https://t.co/2nxinkBkPk,"@765664 We know how important it is to have a working iPhone, and we'll do all we can to help. Let us know what country you're in via DM, and we'll get started: https://t.co/GDrqU22YpT",2731259,2731258
.@AppleSupport fix this letter “I️” autocorrect nonsense,@504047 Here’s what you can do to work around the issue until it’s fixed in a future software update: https://t.co/xXaXeeSRt9,1650194,1650193
@AppleSupport HOLY Hannah Montana!! My battery won't hold a charge for more than 30 minutes EVEN on airplane mode. FIX the issue!,"@557558 We're here to help. Let us know via DM the device this is occurring on, and we can take a look with you from there. https://t.co/GDrqU22YpT",1866276,1866275
@AppleSupport Thank you so much 😭,@734335 No problem and just reach out again if you have any other issues or questions. Have a good one!,2593005,2593004
"@AppleSupport Well, videos won't play in the browser, but they will be played on a connected AirPlay endpoint automatically.",@718861 Do you AirPlay to devices other than your Apple TV? We ask to be sure we're isolating the issue. Please DM us. https://t.co/GDrqU22YpT,2524408,2527052
@115858 Y’all playing 😭 this is unacceptable and who is in charge.. fix it NOW,@595008 Thanks for reaching out! Let us know the exact issues you’re experiencing in DM so we can further assist. https://t.co/GDrqU22YpT,2012228,2012227
Wth is up wit iPhone spelling error ? This “A❔” crap??? @AppleSupport,@250053 Could you Direct Message us? We'll look into this with you. https://t.co/GDrqU22YpT,1432449,1432448
@AppleSupport This issue is happening on the Mac. 11/14 in Safari reading email and today in a text message. Please fix.,"@725628 We'd be happy to dig into what's causing the autocorrect issue that you're seeing. When you mention that it's happening on your Mac, is it happening when you type the letter i or are you just seeing the issue when viewing content that others have typed?",613013,2555356
WHAT IS HAPPENING WHY ARE MY CONTACTS ALL MISSING I JUST UPDATED TO 11.1.1 HELLOOOO I NEED HELP @115858,@677377 We know how important those contacts are. Let's work to get them back. Send us a DM and we'll continue from there. https://t.co/GDrqU22YpT,2341796,2341795
i’m soo mad my phone is not working right i think it has s virus @AppleSupport,@589998 We want your device to run as smoothly as possible. Which iOS version are you running? Let us know in DM to get started. https://t.co/GDrqU22YpT,1993599,1993598
